URL,Title,Price,Location
https://www.portalinmobiliario.com/MLC-939497670-condominio-alto-montemar-_JM#position=17&search_layout=stack&type=item&tracking_id=4ef8b6b1-6dd4-482e-8a9f-fa1a0ee4e4b5,Condominio Alto Montemar,14.483,"UbicaciónCalle Bajamar, Montemar, Concón, ValparaísoVer información de la zona"
https://www.portalinmobiliario.com/MLC-1012157384-condominio-aire-campestre-_JM#position=19&search_layout=stack&type=item&tracking_id=4ef8b6b1-6dd4-482e-8a9f-fa1a0ee4e4b5,Condominio Aire Campestre,4.810,"UbicaciónCalle O`higgins 70, San Francisco de Limache, Limache, ValparaísoVer información de la zona"
https://www.portalinmobiliario.com/MLC-987596603-casas-maranello-etapa-i-_JM#position=20&search_layout=stack&type=item&tracking_id=4ef8b6b1-6dd4-482e-8a9f-fa1a0ee4e4b5,Casas Maranello Etapa I,13.600,"UbicaciónCalle Bajamar 166, Lomas De Montemar, Montemar, Concón, ValparaísoVer información de la zona"
https://www.portalinmobiliario.com/MLC-1084294443-townhouse-vistasol-_JM#position=21&search_layout=stack&type=item&tracking_id=4ef8b6b1-6dd4-482e-8a9f-fa1a0ee4e4b5,Townhouse Vistasol,5.300,"UbicaciónAv. Camino Del Sol 2100, Paso Hondo, Quilpué, ValparaísoVer información de la zona"
https://www.portalinmobiliario.com/MLC-949251026-casa-augusta-_JM#position=22&search_layout=stack&type=item&tracking_id=4ef8b6b1-6dd4-482e-8a9f-fa1a0ee4e4b5,Casa Augusta,10.990,"UbicaciónClub De Golf Santa Augusta, Quintay, Casablanca, ValparaísoVer información de la zona"
https://www.portalinmobiliario.com/MLC-952024309-arboleda-de-rinconada-_JM#position=23&search_layout=stack&type=item&tracking_id=4ef8b6b1-6dd4-482e-8a9f-fa1a0ee4e4b5,Arboleda de Rinconada,3.920,"UbicaciónAv. General San Martín S/n, Rinconada, Valparaíso"
https://www.portalinmobiliario.com/MLC-641108279-condominio-los-lirios-_JM#position=24&search_layout=stack&type=item&tracking_id=4ef8b6b1-6dd4-482e-8a9f-fa1a0ee4e4b5,Condominio Los Lirios,3.529,"UbicaciónPadre Hurtado 407, Ciudad de Casablanca, Casablanca, ValparaísoVer información de la zona"
https://www.portalinmobiliario.com/MLC-1297005180-ohiggins-100-_JM#position=25&search_layout=stack&type=item&tracking_id=4ef8b6b1-6dd4-482e-8a9f-fa1a0ee4e4b5,O'Higgins 100,3.500,"UbicaciónO'higgins 100, San Francisco de Limache, Limache, ValparaísoVer información de la zona"
https://www.portalinmobiliario.com/MLC-1250134472-casa-hacienda-_JM#position=27&search_layout=stack&type=item&tracking_id=4ef8b6b1-6dd4-482e-8a9f-fa1a0ee4e4b5,Casa Hacienda,13.990,"UbicaciónCondominio Hacienda Viñedos Casablanca, Casablanca, Valparaíso"
https://www.portalinmobiliario.com/MLC-1309891160-raices-de-penablanca-_JM#position=28&search_layout=stack&type=item&tracking_id=4ef8b6b1-6dd4-482e-8a9f-fa1a0ee4e4b5,Raíces de Peñablanca,5.189,"UbicaciónLos Boldos 351, Peñablanca, Villa Alemana, ValparaísoVer información de la zona"
https://www.portalinmobiliario.com/MLC-1055412935-absalon-valle-condores-_JM#position=29&search_layout=stack&type=item&tracking_id=4ef8b6b1-6dd4-482e-8a9f-fa1a0ee4e4b5,Absalon Valle Cóndores,3.474,"UbicaciónTocornal 1018, Centro de San Esteban, San Esteban, ValparaísoVer información de la zona"
https://www.portalinmobiliario.com/MLC-1163385136-gran-casa-en-exclusivo-sector-residencial-de-concon-_JM#position=31&search_layout=stack&type=item&tracking_id=4ef8b6b1-6dd4-482e-8a9f-fa1a0ee4e4b5,Gran Casa En Exclusivo Sector Residencial De Concón,24.647,"UbicaciónBlanca Estela 1658, Montemar, Concón, ValparaísoVer información de la zona"
https://www.portalinmobiliario.com/MLC-1075609197-gran-casa-con-piscina-en-renaca-hasta-100-financiamiento-_JM#position=32&search_layout=stack&type=item&tracking_id=4ef8b6b1-6dd4-482e-8a9f-fa1a0ee4e4b5,"Gran Casa Con Piscina En Reñaca, Hasta 100%  Financiamiento",14.404,"UbicaciónLas Tortolas 40, Reñaca, Viña Del Mar, ValparaísoVer información de la zona"
https://www.portalinmobiliario.com/MLC-628054511-casa-miraflores-vina-del-mar-225m-const-495m-terreno-_JM#position=36&search_layout=stack&type=item&tracking_id=4ef8b6b1-6dd4-482e-8a9f-fa1a0ee4e4b5,Casa Miraflores Viña Del Mar -  225m² Const. / 495m² Terreno,12.300,"UbicaciónRiveros Cruz 1, Viña Del Mar, Chile, Miraflores, Viña Del Mar, ValparaísoVer información de la zona"
https://www.portalinmobiliario.com/MLC-1330603521-casa-3-pisos-jardin-del-mar-vina-del-mar-_JM#position=37&search_layout=stack&type=item&tracking_id=4ef8b6b1-6dd4-482e-8a9f-fa1a0ee4e4b5,Casa 3 Pisos | Jardín Del Mar | Viña Del Mar,9.200,"UbicaciónBlasia, Viña Del Mar, Chile, Reñaca, Viña Del Mar, ValparaísoVer información de la zona"
https://www.portalinmobiliario.com/MLC-1324268898-increible-casa-en-la-playa-amoblada-algarrobo-centro-_JM#position=40&search_layout=stack&type=item&tracking_id=4ef8b6b1-6dd4-482e-8a9f-fa1a0ee4e4b5,"Increíble Casa En La Playa, Amoblada !!!!!  Algarrobo Centro",18.500,"UbicaciónAvenida Carlos Alessandri 1365, Algarrobo, Chile, Centro de Algarrobo, Algarrobo, ValparaísoVer información de la zona"
https://www.portalinmobiliario.com/MLC-1295942932-el-tabo-excelente-ubicacion-a-pasos-de-la-playa-_JM#position=43&search_layout=stack&type=item&tracking_id=4ef8b6b1-6dd4-482e-8a9f-fa1a0ee4e4b5,El Tabo - Excelente Ubicación A Pasos De La Playa,147.500.000,"UbicaciónAlcalde José Arellano, El Tabo, Valparaíso, Chile, Balneario El Tabo, El Tabo, ValparaísoVer información de la zona"
https://www.portalinmobiliario.com/MLC-1260695913-excelente-casa-en-los-andes-_JM#position=44&search_layout=stack&type=item&tracking_id=4ef8b6b1-6dd4-482e-8a9f-fa1a0ee4e4b5,Excelente Casa En Los Andes,7.000,"UbicaciónRancagua 436 , Casa 436, Centro de Los Andes, Los Andes, ValparaísoVer información de la zona"
https://www.portalinmobiliario.com/MLC-1236976779-casa-en-venta-jardin-del-mar-_JM#position=45&search_layout=stack&type=item&tracking_id=4ef8b6b1-6dd4-482e-8a9f-fa1a0ee4e4b5,Casa En Venta Jardin Del Mar ,9.200,"UbicaciónCasa En Venta Jardin Del Mar, Reñaca, Viña Del Mar, ValparaísoVer información de la zona"
https://www.portalinmobiliario.com/MLC-1328341702-magnifica-casa-estilo-provenzal-_JM#position=46&search_layout=stack&type=item&tracking_id=4ef8b6b1-6dd4-482e-8a9f-fa1a0ee4e4b5,Magnifica Casa Estilo Provenzal,39.900,"UbicaciónSanta Augusta, Quintay, Casablanca, Chile, Quintay, Casablanca, ValparaísoVer información de la zona"
https://www.portalinmobiliario.com/MLC-1281553069-casa-en-venta-de-4-dorm-en-concon-_JM#position=48&search_layout=stack&type=item&tracking_id=4ef8b6b1-6dd4-482e-8a9f-fa1a0ee4e4b5,Casa En Venta De 4 Dorm. En Concón,186.990.000,"Ubicación(rmb) Casa Nueva Mantagua 5 Min De Concón, Mantagua, Quintero, Valparaíso"
https://www.portalinmobiliario.com/MLC-1323751915-casas-los-tuliperos-concon-_JM#position=49&search_layout=stack&type=item&tracking_id=4ef8b6b1-6dd4-482e-8a9f-fa1a0ee4e4b5,Casas Los Tuliperos Concón,18.790,"UbicaciónLos Tuliperos 100, Valparaíso, Concón, Valparaíso, Chile, Montemar, Concón, ValparaísoVer información de la zona"
https://www.portalinmobiliario.com/MLC-1315459965-casa-solida-gran-terreno-en-esquina-y-excelente-ubicacion-_JM#position=50&search_layout=stack&type=item&tracking_id=4ef8b6b1-6dd4-482e-8a9f-fa1a0ee4e4b5,"Casa Sólida, Gran Terreno En Esquina Y Excelente Ubicación",110.000.000,"UbicaciónPaul Harris 300 - 600, Villa Alemana, Chile, Villa Alemana, ValparaísoVer información de la zona"
https://www.portalinmobiliario.com/MLC-1348313312-townhouses-montemar-argenta-_JM#position=1&search_layout=stack&type=item&tracking_id=115d4e2c-5f73-46f2-a957-833cb320aca0,Townhouses Montemar Argenta,11.700,"UbicaciónAv Montemar Poniente 1650, Montemar, Concón, ValparaísoVer información de la zona"
https://www.portalinmobiliario.com/MLC-568459192-convet-barrio-los-maitenes-_JM#position=2&search_layout=stack&type=item&tracking_id=115d4e2c-5f73-46f2-a957-833cb320aca0,Convet Barrio Los Maitenes,2.336,"UbicaciónAv. Valparaíso 1804, Centro de Quillota, Quillota, ValparaísoVer información de la zona"
https://www.portalinmobiliario.com/MLC-568459352-convet-barrio-las-vizcachas-de-san-esteban-_JM#position=3&search_layout=stack&type=item&tracking_id=115d4e2c-5f73-46f2-a957-833cb320aca0,Convet Barrio Las Vizcachas de San Esteban,2.826,"UbicaciónAv. La Florida 268, Centro de San Esteban, San Esteban, ValparaísoVer información de la zona"
https://www.portalinmobiliario.com/MLC-518832724-villa-galilea-_JM#position=4&search_layout=stack&type=item&tracking_id=115d4e2c-5f73-46f2-a957-833cb320aca0,Villa Galilea,2.550,"UbicaciónCalbuco 200, Limache, ValparaísoVer información de la zona"
